,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score
0,CCC(C)CCNC1NC(=O)C(C)N(C2CCCC2(C)C)C1=O,*CCCC *CCN* *C1NC(=O)C(C)N(C2CCCC2(C)C)C1=O,3,18,0,3,2,0,22,2,0,0,0,1,1,2.2638999999999996,91.73340000000006,0.7880613339412252,4.365087818679786,61.44,-6.6
1,CCC(C)CCNN(C)C(=O)c1ccc(S(N)(=O)=O)cc1,*CCCC *CCN* *N(C)C(=O)c1ccc(S(N)(=O)=O)cc1,3,14,0,3,3,1,15,6,0,0,0,0,1,1.3468,81.98340000000005,0.7431314372235113,2.9355010869559237,92.5,-5.2
2,CC(N)N1C(Br)=NC2C1C(=O)N(C)C(=O)N2C,*NCC *N1C(Br)=NC2C1C(=O)N(C)C(=O)N2C,2,9,0,5,2,1,15,3,0,0,0,1,1,-0.4238999999999993,65.35540000000002,0.6668858934210211,4.548125520882071,82.24,-5.7
3,CCC(C)NC(=O)CC1SC(NNc2ccccc2)=NC1=O,*CCCC *NC(=O)CC1SC(NNc2ccccc2)=NC1=O,2,15,0,4,2,1,17,6,0,0,0,1,1,1.9058999999999995,89.53410000000004,0.697509856216938,3.1185855411410284,82.59,-5.9
4,CCC(C)c1ccc(C(C)=O)cc1CS(C)(=O)=O,*CCCC *c1ccc(C(C)=O)cc1CS(C)(=O)=O,2,14,0,0,3,1,12,6,0,0,0,0,1,2.947300000000002,73.70030000000004,0.7714288842744064,2.736463832426823,51.21,-5.8
5,CCC(C)OCC(=O)Nc1c(C)cc(N)cc1C,*CCCC *OCC(=O)Nc1c(C)cc(N)cc1C,2,14,0,2,2,0,14,4,0,0,0,0,1,2.639240000000001,74.66310000000004,0.7895207068981506,2.6921348430651193,64.35,-5.6
6,CC(C)C([NH2+]C1CC(=O)N(C2CC2)C1)C(C)N,*NCC *C([NH2+]C1CC(=O)N(C2CC2)C1)C(C)C,2,13,0,3,1,0,17,1,0,1,0,1,0,-0.3150999999999981,67.34080000000004,0.691956817996678,4.722934262140813,62.94,-5.2
7,CCC(C)n1cncc1C(O)COC,*CCCC *n1cncc1C(O)COC,2,10,0,2,2,0,12,2,0,0,0,1,0,1.5339,54.06480000000004,0.7801888481812461,3.679488152955801,47.28,-5.1
8,CC(C)N(C(=O)c1cc(NC(=O)c2ccc(F)cc2)c(=O)n(C)c1)C(C)N,*NCC *N(C(=O)c1cc(NC(=O)c2ccc(F)cc2)c(=O)n(C)c1)C(C)C,2,19,1,4,3,0,20,8,0,0,0,0,2,1.932,100.99110000000003,0.7816691958628859,2.9094598019881506,97.42999999999999,-6.5
9,CCC(C)CCNN(Cc1ccccc1)C(=O)c1ccn2cncc2c1,*CCCC *CCN* *N(Cc1ccccc1)C(=O)c1ccn2cncc2c1,3,21,0,4,1,0,20,8,0,0,0,1,2,3.917500000000002,103.58220000000006,0.6266018573215031,3.3237245603830203,49.64,-5.7
