,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score,rank
0,Cn1c(=O)c2c(ncn2CC(=O)Nc2cccc3ccccc23)n(C)c1=O,*n1cnc2c1c(=O)n(C)c(=O)n2C *CC(=O)Nc1cccc2ccccc12,2,19,0,5,3,0,20,10,0,0,0,1,3,1.2256,102.79270000000004,0.599715197635,2.168047621757049,90.92,-7.3,0
80,CN(Cc1nc(-c2cccnc2)no1)C(=O)c1cc(=O)[nH]c([O-])n1,*N(C)C(=O)c1cc(=O)[nH]c([O-])n1 *Cc1nc(-c2cccnc2)no1,2,14,0,6,4,0,17,9,0,0,0,1,2,-0.4393,77.63020000000002,0.705451216486,3.021079636569203,140.93,-7.2,0
79,COCC(=O)NCc1ccccc1,*C(=O)COC *NCc1ccccc1,2,10,0,1,2,0,9,4,0,0,0,0,1,0.9492,50.16470000000003,0.7578458061159999,1.3895278996969758,38.33,-5.5,0
78,Cn1c(=O)c2c(nc(N3CCCCC3)n2CC[NH+]=C2CCCN2)n(C)c1=O,*c1nc2c(c(=O)n(C)c(=O)n2C)n1CC[NH+]=C1CCCN1 *N1CCCCC1,2,18,0,7,2,0,25,5,0,0,0,2,2,-1.7135,104.35240000000006,0.7056280686390001,3.4702398479519068,91.06,-8.2,0
77,CCC(=O)NC(=S)NNC(=O)Cc1ccccc1,*C(=O)CC *NC(=S)NNC(=O)Cc1ccccc1,2,12,0,3,2,1,12,6,0,0,0,0,1,0.6609999999999999,72.45610000000003,0.564498093108,1.9285652721457591,70.23,-6.5,0
76,COc1ccc(CNC(=O)CN2CCN(CCO)CC2)cc1,*c1ccc(OC)cc1 *CNC(=O)CN1CCN(CCO)CC1,2,16,0,3,3,0,19,4,0,0,0,0,2,-0.0787,84.80650000000004,0.7600423828380001,1.7635607198241186,65.04,-5.9,0
75,O=C(CSc1ccccc1)NNC(=O)c1ccccc1,*CC(=O)NNC(=O)c1ccccc1 *Sc1ccccc1,2,15,0,2,2,1,13,8,0,0,0,0,2,2.2399,79.21690000000004,0.6708253743110001,1.6249823736407727,58.2,-6.4,0
74,COc1ccc(CC(=O)NNC(=O)Nc2ccccc2)cc1,*c1ccc(OC)cc1 *CC(=O)NNC(=O)Nc1ccccc1,2,16,0,3,3,0,15,8,0,0,0,0,2,2.0906,83.43710000000003,0.7594736281129999,1.6668134670768673,79.46000000000001,-6.9,0
73,NC(=O)COc1ccc(NC(=O)Cc2cccc(C(F)(F)F)c2)cc1,*CC(N)=O *Oc1ccc(*)cc1 *NC(=O)Cc1cccc(*)c1 *C(F)(F)F,4,17,3,2,3,0,18,8,0,0,0,0,2,2.7507,84.90910000000001,0.834235507174,1.8645167880161075,81.42000000000002,-7.4,0
72,COc1ccc(CC(=O)Nc2ccc(OC)cc2)cc1,*c1ccc(OC)cc1 *CC(=O)Nc1ccc(OC)cc1,2,16,0,1,3,0,14,7,0,0,0,0,2,2.885,78.32170000000004,0.90201271662,1.3856218682659325,47.56,-6.4,0
71,CC(=O)c1ccccc1S(=O)(=O)N1CCC(C(=O)[O-])CC1,*C(C)=O *c1ccccc1S(=O)(=O)N1CCC(C(=O)[O-])CC1,2,14,0,1,5,1,15,7,0,0,0,0,2,0.0398,72.93630000000003,0.7522910395260001,2.4621399767074728,94.58,-7.1,0
