,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score,rank
0,Cn1c(=O)c2c(ncn2CC(=O)Nc2cccc3ccccc23)n(C)c1=O,*n1cnc2c1c(=O)n(C)c(=O)n2C *CC(=O)Nc1cccc2ccccc12,2,19,0,5,3,0,20,10,0,0,0,1,3,1.2256,102.79270000000004,0.599715197635,2.168047621757049,90.92,-7.3,0
95,Cc1cccn2c(=O)cc(CC3[NH+]CC(=O)N4C(c5ccccc5)CCCN4C3=O)nc12,*[NH+]1CC(=O)N2CCCC(c3ccccc3)N2C(=O)C1 *Cc1cc(=O)n2cccc(C)c2n1,2,24,0,5,3,0,26,10,0,0,0,0,4,0.38412000000000157,116.49670000000005,0.6494721247705898,4.141691004783697,90.59,-8.8,0
96,CC[NH2+]n1nnc(C(c2cc3cccc(C)c3[nH]c2=O)N2CCc3ccccc32)n1,*n1nnnc1C(c1cc2cccc(C)c2[nH]c1=O)N1CCc2ccccc21 *[NH2+]CC,2,22,0,7,1,0,24,10,0,0,0,2,3,1.3215199999999998,114.3221,0.4910384580518351,3.8494911620129866,96.31,-8.4,0
97,CC(C)(NC(=O)c1ccn2nnnc2c1)C(=O)C1CCCN(S(=O)(=O)c2ccc(Cl)cc2)C1,*CC(C)NC(=O)c1ccn2nnnc2c1 *C(=O)C1CCCN(S(=O)(=O)c2ccc(Cl)cc2)C1,2,21,0,6,4,2,25,11,0,0,0,1,3,1.9560999999999997,120.26900000000002,0.5590918136838992,3.2807906046117923,126.63,-8.4,0
98,NC(=O)c1cc(NC(=O)CNC(=O)Cc2cccc(F)c2)ccc1F,*c1cccc(F)c1C(N)=O *NC(=O)CNC(=O)Cc1cccc(F)c1,2,17,2,3,3,0,17,9,0,0,0,0,2,1.3611000000000004,86.66130000000003,0.7352772202743912,1.9176659518957049,101.28999999999999,-7.0,0
99,CC(N)NC(=O)CC1C(=O)NCCN1C(=O)CCC(=O)[O-],*NCC *NC(=O)CC1C(=O)NCCN1C(=O)CCC(=O)[O-],2,12,0,4,5,0,17,4,0,0,0,0,1,-3.345499999999997,69.16080000000002,0.4370468124906326,3.840003819274779,144.66,-6.5,0
100,COC(C)Cn1c(=O)c2ccccc2n2c(=O)n(CC(N)=O)nc12,*CCOC *Cn1c(=O)c2ccccc2n2c(=O)n(CC(N)=O)nc12,2,15,0,5,4,0,19,7,0,0,0,1,2,-0.668899999999998,86.88340000000002,0.6659819716993659,3.069026084699586,113.61999999999999,-7.3,0
94,CC(C(=O)NC1CCN(S(C)(=O)=O)CC1)C(=O)NC1[NH+]=c2ccccc2=[NH+]1,*CCC(=O)NC1[NH+]=c2ccccc2=[NH+]1 *C(=O)NC1CCN(S(C)(=O)=O)CC1,2,17,0,5,4,1,21,8,0,0,0,1,2,-5.323299999999997,94.49960000000004,0.3718971007593878,4.223817340449688,123.52000000000001,-7.3,0
101,COc1ccc2c(CC(=O)NC3NC(=O)CC3C(=O)Nc3ccccc3C(=O)NCc3ccco3)cc(=O)oc2c1,*N1CC(C(=O)Nc2ccccc2C(=O)NCc2ccco2)CC1=O *NC(=O)Cc1cc(=O)oc2cc(OC)ccc12,2,29,0,4,8,0,31,14,0,0,0,2,3,2.084199999999999,145.87029999999987,0.22644526513713537,3.5904553208795056,168.97999999999996,-8.6,0
103,CC(N)NCC(=O)N1CCN(S(C)(=O)=O)CC1,*NCC *NCC(=O)N1CCN(S(C)(=O)=O)CC1,2,9,0,4,3,1,14,3,0,0,0,0,1,-2.0154999999999967,64.64890000000003,0.5717582372777917,2.8736465758368386,95.74000000000001,-5.7,0
