,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score,rank
0,Cn1c(=O)c2c(ncn2CC(=O)Nc2cccc3ccccc23)n(C)c1=O,*n1cnc2c1c(=O)n(C)c(=O)n2C *CC(=O)Nc1cccc2ccccc12,2,19,0,5,3,0,20,10,0,0,0,1,3,1.2256,102.79270000000004,0.599715197635,2.168047621757049,90.92,-7.3,0
96,CC(N)NC(=O)CC1C(=O)NCCN1C(=O)CCC(=O)[O-],*NCC *NC(=O)CC1C(=O)NCCN1C(=O)CCC(=O)[O-],2,12,0,4,5,0,17,4,0,0,0,0,1,-3.345499999999997,69.16080000000002,0.4370468124906326,3.840003819274779,144.66,-6.5,0
97,COC(C)Cn1c(=O)c2ccccc2n2c(=O)n(CC(N)=O)nc12,*CCOC *Cn1c(=O)c2ccccc2n2c(=O)n(CC(N)=O)nc12,2,15,0,5,4,0,19,7,0,0,0,1,2,-0.668899999999998,86.88340000000002,0.6659819716993659,3.069026084699586,113.61999999999999,-7.3,0
98,COc1ccc2c(CC(=O)NC3NC(=O)CC3C(=O)Nc3ccccc3C(=O)NCc3ccco3)cc(=O)oc2c1,*N1CC(C(=O)Nc2ccccc2C(=O)NCc2ccco2)CC1=O *NC(=O)Cc1cc(=O)oc2cc(OC)ccc12,2,29,0,4,8,0,31,14,0,0,0,2,3,2.084199999999999,145.87029999999987,0.22644526513713537,3.5904553208795056,168.97999999999996,-8.6,0
99,CC(N)NC(=O)Cn1nc2n(CCC(=O)NC3CCCC3)c(=O)c3ccccc3n2c1=O,*NCC *NC(=O)Cn1nc2n(CCC(=O)NC3CCCC3)c(=O)c3ccccc3n2c1=O,2,21,0,7,4,0,27,8,0,0,0,2,2,-0.3192999999999986,118.02580000000003,0.4285695037985754,3.118292505622988,145.51999999999998,-7.9,0
100,CC(N)NCC(=O)N1CCN(S(C)(=O)=O)CC1,*NCC *NCC(=O)N1CCN(S(C)(=O)=O)CC1,2,9,0,4,3,1,14,3,0,0,0,0,1,-2.0154999999999967,64.64890000000003,0.5717582372777917,2.8736465758368386,95.74000000000001,-5.7,0
101,Cc1nc2nc(N)nn2c(C)c1CC(=O)N1CCN(CC(=O)NC(C)N)CC1,*NCC *NC(=O)CN1CCN(C(=O)Cc2c(C)nc3nc(N)nn3c2C)CC1,2,17,0,9,2,0,24,6,0,0,0,1,2,-1.5690599999999968,103.18450000000003,0.5196503567743082,3.16592140479281,147.76999999999998,-6.9,0
95,NC(=O)c1cc(NC(=O)CNC(=O)Cc2cccc(F)c2)ccc1F,*c1cccc(F)c1C(N)=O *NC(=O)CNC(=O)Cc1cccc(F)c1,2,17,2,3,3,0,17,9,0,0,0,0,2,1.3611000000000004,86.66130000000003,0.7352772202743912,1.9176659518957049,101.28999999999999,-7.0,0
102,CC(O)(CC(=O)NNc1nc(-c2ccccc2)no1)C(=O)Nc1ccc(Cl)cc1C(N)=O,*OC(C)C(=O)Nc1ccc(Cl)cc1C(N)=O *CC(=O)NNc1nc(-c2ccccc2)no1,2,20,0,6,5,1,23,11,0,0,0,1,2,1.7118000000000002,115.3398,0.3170514414255909,3.1579543552340503,172.47,-8.3,0
104,CC(N)=CC(=O)NNC(=O)CN1CCCc2ccccc21,*NCC *=CC(=O)NNC(=O)CN1CCCc2ccccc21,2,15,0,4,2,0,16,6,0,0,0,0,2,0.44910000000000116,81.20580000000004,0.5564728083272106,2.452811547420435,87.46,-7.5,0
105,CC(N)C(=O)NNC(=O)Cn1nnc(-c2ccccc2)n1,*NCC *C(=O)NNC(=O)Cn1nnc(-c2ccccc2)n1,2,12,0,7,2,0,15,7,0,0,0,1,1,-1.1652999999999991,73.18780000000002,0.6087301151987501,2.663671332811763,127.82000000000001,-6.9,0
106,CC(N)C(=O)NNC(=O)C(=O)N1CCCC1,*NCC *C(=O)NNC(=O)C(=O)N1CCCC1,2,9,0,4,3,0,13,3,0,0,0,1,0,-1.8965999999999987,55.74880000000002,0.3600405100901108,2.7607273959993552,104.52999999999999,-5.9,0
