,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score
0,CCOc1cccc(C(C(C)N)C2CCCO2)c1,*NCC *C(c1cccc(OCC)c1)C1CCCO1,2,15,0,1,2,0,16,3,0,0,0,1,1,2.695100000000001,72.97540000000005,0.8722734510929345,3.37630754068131,44.480000000000004,-5.7
1,CC(N)[NH+]1CCc2[nH]cnc2C1c1ccc(F)cc1Cl,*NCC *[NH+]1CCc2[nH]cnc2C1c1ccc(F)cc1Cl,2,14,1,4,0,1,17,5,0,0,0,1,2,1.0373000000000008,75.02380000000002,0.7751732542390972,4.649907376790593,59.14,-6.0
2,CC(N)N(Cc1ccccc1)C(=O)Cn1cnc2c(oc3ccccc32)c1=O,*NCC *N(Cc1ccccc1)C(=O)Cn1cnc2c(oc3ccccc32)c1=O,2,21,0,4,3,0,21,10,0,0,0,1,3,2.4762000000000004,106.41640000000004,0.5401296578969693,2.897494269428176,94.36000000000001,-7.3
3,CCC(C)CCNCc1csc(CC(=O)N(C)C)n1,*CCCC *CCN* *Cc1csc(CC(=O)N(C)C)n1,3,14,0,3,1,1,16,3,0,0,0,1,0,2.2996000000000008,80.29070000000004,0.7446499731191052,2.9577700617811544,45.230000000000004,-5.2
4,Cc1cc(C2=NN=C(NC(C)N)SC2)c(C)n1-c1ccccc1,*NCC *NC1=NN=C(c2cc(C)n(-c3ccccc3)c2C)CS1,2,17,0,5,0,1,18,7,0,0,0,1,2,2.7953400000000013,98.45810000000002,0.8519322624889503,3.3106631989227777,67.69999999999999,-6.1
5,CCC(C)CCNc1cccc(Oc2ccc(Cl)cc2)c1,*CCCC *CCN* *c1cccc(Oc2ccc(Cl)cc2)c1,3,18,0,1,1,1,16,6,0,0,0,0,2,5.980400000000005,90.52970000000005,0.6789910762286092,2.307168229813067,21.259999999999998,-5.4
6,CC(N)c1ccc(-c2ccc(C(C)[NH3+])cc2)cc1,*NCC *c1ccc(-c2ccc(C(C)[NH3+])cc2)cc1,2,16,0,2,0,0,13,6,0,0,0,0,2,2.6762000000000006,75.78350000000003,0.8525319826473583,3.070678086372986,53.66,-5.0
7,CCC(C)CCNc1c[nH]c(=O)c(C(=O)[O-])c1C,*CCCC *CCN* *c1c[nH]c(=O)c(C(=O)[O-])c1C,3,13,0,2,3,0,14,4,0,0,0,0,1,0.8949199999999998,68.69190000000002,0.7861114941171159,3.6591588815266576,85.02,-5.4
8,CC(N)CC(C)C(=O)N(C)Cc1ccc(Cl)nc1,*NCC *CC(C)C(=O)N(C)Cc1ccc(Cl)nc1,2,13,0,3,1,1,14,4,0,0,0,0,1,2.0667999999999997,73.15140000000004,0.8327447734866131,3.2024544709883704,59.220000000000006,-5.7
9,CCC(C)CCNC1CC(C)N(C(=O)C2Cc3ccccc3C(=O)O2)C1,*CCCC *CCN* *C1CC(C)N(C(=O)C2Cc3ccccc3C(=O)O2)C1,3,21,0,2,3,0,23,5,0,0,0,1,2,2.7833000000000006,101.00420000000007,0.794661594359028,3.7316410655411403,58.64,-6.5
