,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score
0,CCC(C)c1cccc(C)c1NC(=O)C(=O)NCCc1cccs1,*CCCC *c1cccc(C)c1NC(=O)C(=O)NCCc1cccs1,2,19,0,2,2,1,18,7,0,0,0,1,1,3.867420000000002,99.54740000000004,0.781716017115212,2.687565955276771,58.2,-6.2
1,CC(N)=Cc1ccc(OC(=O)c2sc3cc(Cl)ccc3c2Cl)cc1,*NCC *=Cc1ccc(OC(=O)c2sc3cc(Cl)ccc3c2Cl)cc1,2,18,0,1,2,3,17,9,0,0,0,1,2,5.746800000000003,101.0839,0.46661067259618244,2.4096651805686644,52.32,-6.6
2,CCC(C)C1([NH2+]C)CCCC([NH+](C)C2CC2)C1,*CCCC *C1([NH2+]C)CCCC([NH+](C)C2CC2)C1,2,15,0,2,0,0,18,0,0,1,0,0,1,0.5842000000000009,72.20010000000006,0.7016397900486826,6.073683577810829,21.05,-5.3
3,CCc1nc(NNCCC(C)CC)sc1C,*CCCC *CCN* *Nc1nc(CC)c(C)s1,3,12,0,3,0,1,14,2,0,0,0,1,0,3.366620000000002,71.92640000000004,0.567505614195419,3.3075109868271317,36.95,-4.7
4,CCC(C)CCNOC(=O)c1ccccc1N1C(=O)C2CCCCC2C1=O,*CCCC *CCN* *OC(=O)c1ccccc1N1C(=O)C2CCCCC2C1=O,3,21,0,2,4,0,23,6,0,0,0,1,2,3.4638000000000027,101.87320000000005,0.450581420531628,3.491926840518844,75.71000000000001,-6.9
5,CCC(C)OS(=O)(=O)c1ccccc1C(F)(F)F,*CCCC *OS(=O)(=O)c1ccccc1C(F)(F)F,2,11,3,0,3,1,13,5,0,0,0,0,1,3.209200000000002,59.467800000000025,0.7963877586115625,2.806817023916185,43.370000000000005,-5.8
6,CCC(C)c1ccc(CNc2cc(C#N)cc(F)c2C)[nH]1,*CCCC *c1ccc(CNc2cc(C#N)cc(F)c2C)[nH]1,2,17,1,3,0,0,16,5,1,0,0,1,1,4.459500000000003,82.67740000000003,0.8517943092177389,3.339498945993438,51.61,0.0
7,CCC(C)CCC(=O)NC(C(=O)N1CCOCC1)C(C)C,*CCCC *CCC(=O)NC(C(=O)N1CCOCC1)C(C)C,2,16,0,2,3,0,19,2,0,0,0,0,1,1.8122999999999998,82.85670000000006,0.7796461919126648,2.8844989609751828,58.64,-5.6
8,CC(N)OCC(=O)NCc1nnc2ccccn12,*NCC *OCC(=O)NCc1nnc2ccccn12,2,11,0,5,2,0,14,5,0,0,0,1,1,-0.33319999999999905,64.43510000000002,0.7072817132961515,2.9903438362777894,94.53999999999999,-6.2
9,CCC(C)CCNN(C)c1ccc(NC(=O)NC2CCC([NH+](C)C)C2)cc1,*CCCC *CCN* *N(C)c1ccc(NC(=O)NC2CCC([NH+](C)C)C2)cc1,3,21,0,5,1,0,24,4,0,0,0,1,1,2.250700000000002,113.31180000000006,0.5001198717688141,4.279640411369047,60.839999999999996,-4.7
10,CCC(C)N1C(=O)C(=Cc2cccn2-c2cccc([N+](=O)[O-])c2)C([O-])=NC1=S,*CCCC *N1C(=O)C(=Cc2cccn2-c2cccc([N+](=O)[O-])c2)C([O-])=NC1=S,2,19,0,4,4,1,20,10,0,0,0,1,2,2.4533000000000005,107.03240000000004,0.33359101352174153,3.6942312949027016,103.8,-6.7
11,CCC(C)CCNc1ccccc1[N-]C1=NC(=O)C(=Cc2ccc([N+](=O)[O-])cc2)S1,*CCCC *CCN* *c1ccccc1[N-]C1=NC(=O)C(=Cc2ccc([N+](=O)[O-])cc2)S1,3,22,0,4,3,1,22,10,0,0,0,1,2,6.118600000000005,123.12910000000002,0.31323920707005554,3.726443528996916,98.7,-6.5
12,CCC(C)CCN[NH+]1CCNC(=O)C1c1ccccc1,*CCCC *CCN* *[NH+]1CCNC(=O)C1c1ccccc1,3,16,0,3,1,0,17,4,0,0,0,0,2,0.6832000000000018,80.09710000000005,0.7154894949696297,4.476244204436633,45.57,-5.7
13,CCC(C)Oc1ccc(C(=O)N(Cc2cccc(F)c2)C2CCS(=O)(=O)C2)cc1,*CCCC *Oc1ccc(C(=O)N(Cc2cccc(F)c2)C2CCS(=O)(=O)C2)cc1,2,22,1,1,4,1,22,9,0,0,0,1,2,3.832500000000003,110.15530000000004,0.6842311830555668,2.9840464878852035,63.68,-6.1
14,COc1ccccc1NC(=O)Nc1cccc(OC(C)N)c1,*NCC *Oc1cccc(NC(=O)Nc2ccccc2OC)c1,2,16,0,3,3,0,16,7,0,0,0,0,2,3.0227000000000004,86.35480000000004,0.7409723344561865,2.3308988846817975,85.61,-6.8
15,CCC(C)C(C)NC(Cc1ccccc1)C(=O)N(C)C,*CCCC *C(C)NC(Cc1ccccc1)C(=O)N(C)C,2,17,0,2,1,0,16,4,0,0,0,0,1,2.7101000000000006,84.68070000000006,0.8302458521804074,3.0430116808199,32.34,-6.0
16,CCC(C)C(C)NC(=O)C1CCC(=O)N1,*CCCC *C(C)NC(=O)C1CCC(=O)N1,2,11,0,2,2,0,13,2,0,0,0,1,0,0.8157999999999996,58.22440000000004,0.7244057871597581,3.3048788760272494,58.2,-5.8
17,CCC(C)NC(=O)CSc1nc(COc2ccc(Cl)cc2)n[nH]1,*CCCC *NC(=O)CSc1nc(COc2ccc(Cl)cc2)n[nH]1,2,15,0,4,2,2,18,6,0,0,0,1,1,3.0439000000000007,90.78640000000004,0.7120783976484307,2.821887577621002,79.9,-6.0
18,CC(N)OC1CCN(c2cncc(C(N)=O)n2)CC1,*NCC *OC1CCN(c2cncc(C(N)=O)n2)CC1,2,12,0,5,2,0,16,4,0,0,0,0,2,-0.13440000000000007,70.51930000000002,0.7339652041997239,3.2296118112508427,107.36,-5.8
19,CC(N)c1nn(-c2ccncn2)c(Cl)c1[N+](=O)[O-],*NCC *c1nn(-c2ccncn2)c(Cl)c1[N+](=O)[O-],2,9,0,6,2,1,13,6,0,0,0,1,1,1.2436000000000003,63.42080000000001,0.6617886162156295,3.3834980887480084,112.76000000000002,-5.9
20,CCC(C)NC(=O)COc1ccccc1C(=O)[O-],*CCCC *NC(=O)COc1ccccc1C(=O)[O-],2,13,0,1,4,0,13,5,0,0,0,0,1,0.34359999999999996,64.16320000000003,0.7894811013285084,2.7027900824685744,78.46,-5.9
21,CCC(C)C(C[NH3+])N1CCc2sccc2C1,*CCCC *C(C[NH3+])N1CCc2sccc2C1,2,13,0,2,0,1,15,2,0,0,0,1,1,1.7627999999999997,69.43110000000004,0.8526540296126546,3.9418825203447874,30.880000000000003,-5.1
22,CC1C[NH+]=C(N2CCN(C(C)C(C)N)CC2)S1,*NCC *C(C)N1CCN(C2=[NH+]CC(C)S2)CC1,2,12,0,4,0,1,17,1,0,0,0,1,1,-1.0883999999999956,74.14710000000004,0.6600260960907711,4.814786307967326,46.47,-5.1
23,CCC(C)CCNN(CC)c1nc(C[NH+](C)C2CCCc3nc(C)sc32)cs1,*CCCC *CCN* *N(CC)c1nc(C[NH+](C)C2CCCc3nc(C)sc32)cs1,3,21,0,5,0,2,26,4,0,0,0,2,1,3.767420000000003,120.32940000000006,0.572325398934802,4.973497425547144,45.49,-5.6
24,CCC(C)CCNOC(=O)N1CCN(CC(N)=NO)CC1,*CCCC *CCN* *OC(=O)N1CCN(CC(N)=NO)CC1,3,13,0,5,3,0,19,2,0,0,0,0,1,0.4278000000000021,79.97760000000004,0.2070516253547125,3.335166054746754,103.42,-6.1
25,CCOC(=O)CC(C)C(C)N,*NCC *C(C)CC(=O)OCC,2,8,0,1,2,0,9,1,0,0,0,0,0,0.9229,44.06340000000001,0.6205294878358386,3.0430594362387406,52.32,-4.4
26,CCC(C)CCNC1CC(C)N(C(=O)C(C)c2ccsc2)C1,*CCCC *CCN* *C1CC(C)N(C(=O)C(C)c2ccsc2)C1,3,18,0,2,1,1,20,3,0,0,0,2,0,3.866800000000003,94.38870000000007,0.8263536278815488,3.897610197995016,32.34,-5.7
27,CC(N)N1CC(c2cccnc2)C1,*NCC *N1CC(c2cccnc2)C1,2,10,0,3,0,0,11,3,0,0,1,0,1,0.7854999999999999,52.20040000000003,0.7257416454189767,2.9721158978512623,42.15,-5.2
28,CCC(C)CCNCCC(=O)N1CCN(C(=O)c2sc3ccccc3c2Cl)CC1,*CCCC *CCN* *CCC(=O)N1CCN(C(=O)c2sc3ccccc3c2Cl)CC1,3,22,0,3,2,2,25,6,0,0,0,1,2,4.255000000000003,120.87720000000006,0.6302232710773874,2.8133357222717272,52.650000000000006,-6.2
29,CCC(C)c1ccc(OCc2ccccc2)c(F)c1,*CCCC *c1ccc(OCc2ccccc2)c(F)c1,2,17,1,0,1,0,14,6,0,0,0,0,2,4.918200000000003,75.88000000000004,0.7394098327646811,2.1062340657259266,9.23,-6.1
30,CCC(C)CCNC1N=[NH+]C(=S)N1N=Cc1ccc(OC(C)=O)c(OC)c1,*CCCC *CCN* *C1N=[NH+]C(=S)N1N=Cc1ccc(OC(C)=O)c(OC)c1,3,18,0,5,3,1,21,7,0,0,0,1,1,1.3971000000000007,105.58740000000004,0.2857760382106034,4.226304929911402,89.49,-5.7
31,CCC(C)c1cccc(S(=O)(=O)[N-]c2nc3ccc(S(C)(=O)=O)cc3s2)c1,*CCCC *c1cccc(S(=O)(=O)[N-]c2nc3ccc(S(C)(=O)=O)cc3s2)c1,2,18,0,2,4,3,18,11,0,0,0,1,2,4.607400000000004,108.08260000000004,0.5769076123948427,3.5941061637345104,95.27000000000001,-6.8
