,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score
0,CCC(C)[NH2+]C1CS(=O)(=O)CC1S(=O)(=O)c1cc(C)ccc1OC,*CCCC *[NH2+]C1CS(=O)(=O)CC1S(=O)(=O)c1cc(C)ccc1OC,2,16,0,1,5,2,18,7,0,0,0,1,1,0.3048200000000021,92.82500000000006,0.7708396970096959,4.30735433044412,94.11999999999999,-6.5
1,CCC(C)[NH+](Cc1ccco1)Cc1cccs1,*CCCC *[NH+](Cc1ccco1)Cc1cccs1,2,14,0,1,1,1,14,4,0,0,0,2,0,2.7247000000000012,71.15070000000004,0.8342381884892555,4.331278429034814,17.580000000000002,-5.3
2,CCC(C)CCNN(Cc1nc(-c2ccccc2)no1)C(=O)c1cccc(F)c1,*CCCC *CCN* *N(Cc1nc(-c2ccccc2)no1)C(=O)c1cccc(F)c1,3,22,1,4,2,0,22,9,0,0,0,1,2,4.458900000000003,108.08220000000004,0.5408974464452762,3.007448993367367,71.25999999999999,-6.9
3,CCC(C)N(Cc1cc2ccccc2[nH]c1=O)c1ccc(C)c(C)c1,*CCCC *N(Cc1cc2ccccc2[nH]c1=O)c1ccc(C)c(C)c1,2,22,0,2,1,0,19,8,0,0,0,0,3,4.950040000000004,106.42070000000004,0.7164330075688673,2.7154354059971,36.1,-6.8
4,CCC(C)CN(C)C(=O)C[NH+]1CCC(C(N)=O)CC1,*CCCC *CN(C)C(=O)C[NH+]1CCC(C(N)=O)CC1,2,14,0,3,2,0,17,2,0,0,0,0,1,-0.7288999999999957,74.57410000000004,0.6681404888792377,4.38486332666107,67.84,-5.7
5,CC[NH2+]C(C)(O)C[NH+]1CCCC1c1ccsc1,*CC(O)C[NH+]1CCCC1c1ccsc1 *[NH2+]CC,2,13,0,2,1,1,16,2,0,0,0,2,0,-0.24029999999999885,70.08090000000004,0.6254684386213734,5.853588108294657,41.28,-5.5
6,CCC(C)NCc1cccc(COC2CCCC2)c1,*CCCC *NCc1cccc(COC2CCCC2)c1,2,17,0,1,1,0,17,3,0,0,0,1,1,4.033900000000004,80.07970000000006,0.7997212364063968,2.4337836228354846,21.259999999999998,-5.5
7,CCC(C)CCN[NH+](C)Cc1nc(N)c2c(C)c(C)sc2n1,*CCCC *CCN* *[NH+](C)Cc1nc(N)c2c(C)c(C)sc2n1,3,16,0,5,0,1,19,4,0,0,0,1,1,1.8458400000000006,93.96680000000005,0.6805950851923066,4.349796632952444,68.27,-5.7
8,CCC(C)=C(C#N)c1nc(-c2ccc(Cl)cc2)cs1,*CCCC *=C(C#N)c1nc(-c2ccc(Cl)cc2)cs1,2,15,0,2,0,2,13,6,1,0,0,1,1,5.170580000000003,81.05800000000004,0.7305344312571631,2.6137377679076828,36.68,0.0
9,CCC(C)C(C)c1noc(CN(C)Cc2c[nH]nc2C)n1,*CCCC *C(C)c1noc(CN(C)Cc2c[nH]nc2C)n1,2,15,0,5,1,0,18,4,0,0,0,2,0,2.882720000000001,80.66370000000003,0.8489972326350257,4.03374254606523,70.84,-6.2
10,CCC(C)CCNC1(c2ccc(F)cc2)NC(=O)N(Cc2cc(=O)n3cccc(C)c3n2)C1=O,*CCCC *CCN* *C1(c2ccc(F)cc2)NC(=O)N(Cc2cc(=O)n3cccc(C)c3n2)C1=O,3,25,1,5,3,0,27,10,0,0,0,1,3,3.0726200000000015,125.43340000000005,0.49875290582741394,3.762851169808137,95.81,-8.0
